loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,cred_hist_years,application_type,loan_status
7500,36 months,19.86,278.19,D,D5,3 years,RENT,39400.0,Not Verified,debt_consolidation,17.54,0,735,739,0,9,0,2300.0,69.4,14,0,0,11.1,Individual,0
5000,36 months,24.02,196.22,E,E4,10+ years,RENT,48300.0,Source Verified,debt_consolidation,6.85,0,665,669,2,12,0,1000.0,33.5,30,0,0,4.2,Individual,0
10000,36 months,17.69,359.97,D,D2,10+ years,RENT,35800.0,Source Verified,debt_consolidation,18.27,0,765,769,2,12,0,1100.0,23.9,26,0,0,23.4,Individual,0
35000,36 months,20.05,1301.62,D,D5,1 year,RENT,64000.0,Verified,debt_consolidation,21.01,2,735,739,0,12,0,5400.0,38.1,21,0,0,16.3,Individual,0
7500,36 months,26.18,302.9,F,F2,7 years,MORTGAGE,41400.0,Verified,credit_card,15.18,3,650,654,0,10,0,2300.0,47.3,17,2,0,15.0,Individual,0
7500,36 months,25.37,299.67,F,F1,7 years,RENT,36800.0,Verified,credit_card,15.49,0,675,679,0,14,1,1100.0,40.3,30,0,1,13.8,Individual,0
25000,36 months,21.64,950.11,E,E2,10+ years,MORTGAGE,59500.0,Not Verified,debt_consolidation,22.83,0,720,724,1,11,0,10700.0,66.2,17,3,0,15.8,Individual,0
15000,60 months,29.52,480.89,G,G3,10+ years,MORTGAGE,29400.0,Verified,home_improvement,17.29,0,665,669,0,15,0,3300.0,61.9,26,6,0,15.1,Individual,1
15000,36 months,17.92,541.68,D,D3,10+ years,RENT,73200.0,Not Verified,home_improvement,5.9,0,740,744,1,9,0,1900.0,72.2,22,0,0,17.1,Individual,0
12000,36 months,26.14,484.38,F,F2,7 years,MORTGAGE,70200.0,Not Verified,debt_consolidation,24.09,0,675,679,1,11,0,17600.0,89.8,22,5,0,19.4,Individual,0
20000,36 months,15.92,702.35,C,C5,4 years,RENT,23000.0,Source Verified,credit_card,2.63,0,755,759,1,13,0,500.0,14.0,28,0,0,26.1,Individual,0
20000,60 months,26.26,601.89,F,F2,3 years,RENT,22200.0,Source Verified,debt_consolidation,13.35,0,700,704,0,16,0,1000.0,38.2,27,0,0,23.1,Individual,0
12000,36 months,19.23,441.27,D,D4,10+ years,MORTGAGE,78400.0,Not Verified,credit_card,4.88,0,720,724,0,8,1,700.0,20.7,25,2,0,19.1,Individual,0
10000,36 months,24.15,393.12,E,E5,10+ years,MORTGAGE,181500.0,Verified,small_business,14.22,0,680,684,1,8,0,6900.0,41.1,21,6,0,20.4,Individual,0
25000,36 months,21.17,944.06,E,E1,10+ years,RENT,182500.0,Verified,debt_consolidation,14.16,0,710,714,0,10,0,11900.0,67.4,22,0,0,15.9,Individual,0
7500,36 months,19.2,275.68,D,D4,8 years,MORTGAGE,61000.0,Source Verified,debt_consolidation,26.15,0,760,764,0,13,0,6300.0,76.9,23,5,0,23.3,Individual,0
15000,36 months,22.69,578.23,E,E3,8 years,RENT,73900.0,Verified,credit_card,10.11,0,700,704,0,7,0,5600.0,69.7,22,0,0,17.3,Individual,0
20000,36 months,24.13,786.02,E,E5,1 year,RENT,57000.0,Not Verified,credit_card,18.95,0,695,699,5,18,0,3400.0,31.4,30,0,0,15.5,Individual,1
15000,36 months,19.88,556.54,D,D5,10+ years,MORTGAGE,50000.0,Source Verified,debt_consolidation,13.85,0,725,729,1,14,0,1200.0,45.0,27,7,0,14.5,Individual,0
15000,36 months,26.7,609.97,F,F3,10+ years,MORTGAGE,31700.0,Source Verified,debt_consolidation,20.62,0,665,669,4,16,0,1100.0,55.9,31,4,0,10.2,Individual,0
20000,36 months,25.61,801.66,F,F1,2 years,OWN,75100.0,Verified,credit_card,33.12,0,700,704,0,10,0,16200.0,60.4,17,0,0,15.9,Individual,1
25000,36 months,21.12,943.42,E,E1,< 1 year,MORTGAGE,60400.0,Not Verified,debt_consolidation,23.19,0,745,749,0,8,0,9400.0,79.0,17,3,0,20.4,Individual,0
12000,36 months,30.54,512.97,G,G5,4 years,MORTGAGE,88400.0,Not Verified,credit_card,18.47,0,620,624,1,18,0,4600.0,59.5,27,5,0,20.5,Individual,1
15000,36 months,13.92,512.08,C,C3,4 years,RENT,84900.0,Source Verified,debt_consolidation,8.16,0,790,794,1,8,1,2200.0,28.0,17,0,1,24.6,Individual,0
20000,60 months,24.65,582.93,E,E5,10+ years,MORTGAGE,101400.0,Source Verified,credit_card,20.44,0,725,729,3,6,0,4500.0,59.0,17,6,0,7.2,Individual,1
15000,36 months,24.35,591.25,E,E5,5 years,RENT,52300.0,Not Verified,medical,23.55,0,700,704,0,19,2,14800.0,105.0,28,0,1,11.3,Individual,1
30000,60 months,19.75,790.65,D,D5,10+ years,MORTGAGE,40800.0,Not Verified,debt_consolidation,1.0,2,750,754,0,7,0,500.0,42.8,14,3,0,12.6,Individual,0
20000,36 months,21.65,760.19,E,E2,2 years,MORTGAGE,82200.0,Not Verified,medical,13.85,0,705,709,0,18,0,600.0,16.3,29,3,0,21.0,Individual,0
12000,36 months,21.45,454.88,E,E2,5 years,RENT,75000.0,Verified,credit_card,11.33,0,710,714,1,14,0,1500.0,39.1,19,0,0,10.2,Individual,0
25000,36 months,26.0,1007.27,F,F2,10+ years,MORTGAGE,100400.0,Not Verified,credit_card,18.32,0,660,664,1,7,2,6800.0,68.5,22,2,1,22.3,Individual,1
15000,36 months,24.28,590.7,E,E5,< 1 year,MORTGAGE,83600.0,Verified,credit_card,22.26,0,685,689,0,13,0,2300.0,12.0,23,8,0,3.0,Individual,0
15000,36 months,24.61,593.31,E,E5,3 years,OWN,23100.0,Verified,credit_card,24.61,0,685,689,4,13,0,2900.0,48.3,25,0,0,25.6,Individual,0
15000,36 months,25.45,599.97,F,F1,9 years,MORTGAGE,44200.0,Verified,debt_consolidation,15.15,1,660,664,2,10,0,1500.0,30.2,23,2,0,12.8,Individual,1
10000,36 months,18.15,362.28,D,D3,10+ years,MORTGAGE,18000.0,Verified,other,26.05,0,760,764,0,11,0,500.0,2.3,17,5,0,14.1,Individual,0
20000,36 months,22.75,771.59,E,E3,10+ years,MORTGAGE,56900.0,Verified,debt_consolidation,15.79,0,690,694,1,16,0,3100.0,55.7,32,6,0,23.8,Individual,0
7500,36 months,21.19,283.3,E,E1,5 years,RENT,57600.0,Source Verified,major_purchase,6.14,0,695,699,0,15,1,600.0,27.9,32,0,1,3.8,Individual,0
25000,60 months,18.46,641.11,D,D3,10+ years,RENT,41500.0,Source Verified,home_improvement,7.2,0,770,774,0,11,0,1200.0,44.2,21,0,0,17.1,Individual,0
20000,36 months,18.29,725.96,D,D3,1 year,MORTGAGE,37900.0,Source Verified,debt_consolidation,23.31,0,765,769,0,10,2,3700.0,42.8,29,1,1,20.3,Individual,0
12000,36 months,17.63,431.6,D,D2,3 years,RENT,106500.0,Not Verified,debt_consolidation,10.61,0,755,759,1,15,0,900.0,19.5,32,0,0,18.2,Individual,0
10000,36 months,27.13,408.95,F,F4,4 years,RENT,149700.0,Source Verified,major_purchase,20.74,0,660,664,0,18,0,2800.0,13.6,27,0,0,9.2,Individual,0
12000,36 months,20.34,448.04,D,D5,10+ years,MORTGAGE,210300.0,Verified,major_purchase,16.19,0,735,739,0,9,1,500.0,0.0,18,4,1,13.4,Individual,0
25000,36 months,17.78,901.05,D,D2,10+ years,RENT,64000.0,Not Verified,medical,9.49,0,755,759,0,12,1,4100.0,57.7,26,0,1,9.7,Individual,0
5000,60 months,26.52,151.25,F,F3,10+ years,RENT,70600.0,Source Verified,debt_consolidation,23.48,0,710,714,0,9,0,9100.0,63.2,19,0,0,4.9,Individual,1
12000,36 months,22.5,461.4,E,E3,9 years,MORTGAGE,48600.0,Verified,debt_consolidation,25.15,0,715,719,1,11,0,7100.0,63.3,17,3,0,19.6,Individual,0
10000,36 months,20.27,373.01,D,D5,3 years,OWN,48100.0,Source Verified,debt_consolidation,33.93,0,760,764,0,7,0,11800.0,61.9,23,0,0,25.9,Individual,0
25000,36 months,17.11,892.69,D,D2,2 years,MORTGAGE,90000.0,Not Verified,debt_consolidation,22.33,0,775,779,0,13,0,4000.0,43.6,24,2,0,18.9,Individual,0
12000,36 months,19.49,442.85,D,D4,10+ years,RENT,106900.0,Source Verified,debt_consolidation,15.79,2,730,734,0,19,0,5300.0,32.1,32,0,0,14.1,Individual,0
20000,36 months,24.99,795.09,E,E5,10+ years,OWN,76000.0,Verified,debt_consolidation,18.13,1,675,679,1,12,0,8000.0,49.3,26,0,0,15.9,Individual,1
12000,36 months,18.24,435.27,D,D3,6 years,RENT,66100.0,Source Verified,credit_card,6.66,3,735,739,1,8,0,1500.0,98.6,15,0,0,11.7,Individual,0
10000,36 months,27.33,410.02,F,F4,10+ years,RENT,155800.0,Source Verified,debt_consolidation,19.48,0,650,654,0,12,0,13100.0,73.5,22,0,0,16.1,Individual,0
10000,36 months,29.09,419.55,G,G2,< 1 year,MORTGAGE,49800.0,Not Verified,debt_consolidation,16.47,1,625,629,1,13,0,2100.0,66.7,18,3,0,13.3,Individual,1
20000,60 months,24.03,575.71,E,E4,< 1 year,MORTGAGE,134300.0,Verified,debt_consolidation,31.53,0,740,744,0,20,0,4800.0,15.8,34,5,0,13.7,Individual,0
35000,60 months,24.33,1013.59,E,E5,2 years,OWN,66000.0,Not Verified,credit_card,7.0,1,705,709,1,8,2,2700.0,68.8,19,0,2,3.0,Individual,1
10000,36 months,26.44,405.25,F,F3,10+ years,MORTGAGE,23600.0,Verified,debt_consolidation,32.13,0,685,689,3,12,0,900.0,37.9,22,6,0,3.0,Individual,1
20000,36 months,27.33,820.05,F,F4,8 years,OWN,73100.0,Source Verified,debt_consolidation,17.21,0,645,649,2,12,0,5300.0,37.0,31,1,0,15.1,Individual,1
10000,60 months,30.99,329.64,G,G5,3 years,OWN,91400.0,Source Verified,debt_consolidation,26.53,0,600,604,0,11,0,9600.0,55.5,20,0,0,3.0,Individual,1
15000,60 months,28.2,468.85,F,F5,3 years,MORTGAGE,48600.0,Verified,debt_consolidation,25.38,0,695,699,2,10,0,3200.0,50.6,24,6,0,22.7,Individual,1
15000,36 months,26.77,610.53,F,F3,10+ years,MORTGAGE,68000.0,Not Verified,debt_consolidation,24.82,0,670,674,0,10,0,12400.0,86.4,20,3,0,18.1,Individual,0
12000,36 months,29.22,504.31,G,G2,10+ years,OWN,117400.0,Not Verified,debt_consolidation,7.08,1,610,614,1,17,0,2500.0,44.2,27,0,0,16.0,Individual,0
15000,60 months,24.94,439.74,E,E5,8 years,RENT,26500.0,Verified,debt_consolidation,17.72,0,730,734,1,10,0,1800.0,68.1,33,1,0,6.7,Individual,0
30000,60 months,23.63,856.61,E,E4,10+ years,RENT,85800.0,Source Verified,medical,34.64,2,755,759,3,9,0,10500.0,62.2,24,0,0,17.8,Individual,1
7500,60 months,30.99,247.23,G,G5,10+ years,RENT,39100.0,Source Verified,debt_consolidation,31.29,0,680,684,1,11,0,8500.0,72.8,24,1,0,13.5,Individual,1
25000,36 months,21.67,950.5,E,E2,10+ years,MORTGAGE,87400.0,Verified,major_purchase,15.12,0,700,704,0,6,0,4700.0,55.9,25,4,0,9.1,Individual,0
12000,36 months,14.24,411.53,C,C3,< 1 year,MORTGAGE,74900.0,Source Verified,home_improvement,14.2,1,795,799,0,16,1,4200.0,35.7,28,6,1,18.5,Individual,0
10000,36 months,21.36,378.6,E,E1,< 1 year,RENT,65600.0,Not Verified,small_business,10.69,0,705,709,0,10,0,1000.0,39.1,15,0,0,9.5,Individual,0
7500,36 months,21.25,283.53,E,E1,10+ years,RENT,74300.0,Not Verified,debt_consolidation,24.48,2,725,729,0,14,0,15000.0,71.7,30,0,0,16.1,Individual,0
25000,36 months,26.97,1020.23,F,F3,10+ years,MORTGAGE,86500.0,Verified,credit_card,22.71,0,660,664,0,16,0,25500.0,115.0,26,7,0,16.5,Individual,1
15000,60 months,22.99,422.77,E,E3,< 1 year,MORTGAGE,76600.0,Not Verified,debt_consolidation,26.26,0,760,764,0,13,0,2100.0,34.0,22,2,0,13.3,Individual,0
20000,60 months,21.6,547.84,E,E2,10+ years,MORTGAGE,42100.0,Not Verified,debt_consolidation,30.34,0,780,784,0,11,0,800.0,6.8,22,2,0,14.4,Individual,0
10000,36 months,27.15,409.06,F,F4,2 years,RENT,41400.0,Verified,debt_consolidation,12.33,1,645,649,3,13,0,2300.0,56.9,25,0,0,11.6,Individual,1
12000,36 months,18.8,438.66,D,D4,10+ years,MORTGAGE,59100.0,Not Verified,debt_consolidation,21.94,0,750,754,0,13,3,3300.0,43.8,18,2,2,28.4,Individual,0
30000,60 months,30.99,988.92,G,G5,10+ years,OWN,76800.0,Not Verified,debt_consolidation,23.16,0,645,649,2,12,0,6800.0,58.3,23,0,0,13.5,Individual,1
35000,60 months,25.36,1034.7,F,F1,1 year,RENT,71300.0,Verified,credit_card,18.97,0,715,719,3,12,1,2300.0,16.5,23,0,1,13.5,Individual,1
20000,36 months,20.75,750.94,E,E1,10+ years,MORTGAGE,152600.0,Source Verified,debt_consolidation,9.81,0,715,719,1,9,0,3600.0,24.5,19,2,0,15.1,Individual,0
20000,36 months,20.89,752.37,E,E1,3 years,OWN,95800.0,Verified,other,35.65,0,755,759,0,7,0,1700.0,12.4,18,0,0,14.2,Individual,0
20000,36 months,26.7,813.29,F,F3,10+ years,RENT,175600.0,Verified,debt_consolidation,14.76,0,650,654,0,15,0,6000.0,68.3,33,0,0,22.3,Individual,0
15000,36 months,20.36,560.21,D,D5,8 years,MORTGAGE,108200.0,Verified,debt_consolidation,21.58,0,735,739,0,16,0,20100.0,73.9,30,4,0,8.0,Individual,0
15000,36 months,17.46,538.23,D,D2,10+ years,OWN,86000.0,Source Verified,debt_consolidation,3.73,0,735,739,0,15,0,1600.0,48.1,29,0,0,10.6,Individual,0
35000,60 months,28.84,1107.56,G,G1,10+ years,MORTGAGE,55000.0,Not Verified,debt_consolidation,23.54,0,685,689,0,9,0,1800.0,16.8,20,5,0,30.3,Individual,1
20000,60 months,21.94,551.7,E,E2,4 years,RENT,79900.0,Source Verified,debt_consolidation,18.2,0,745,749,1,15,0,5000.0,55.1,24,0,0,10.9,Individual,0
20000,36 months,24.41,788.97,E,E5,10+ years,OWN,52000.0,Verified,small_business,2.38,1,660,664,0,8,0,500.0,28.2,23,0,0,20.4,Individual,0
10000,36 months,28.13,414.34,F,F5,3 years,MORTGAGE,50500.0,Verified,debt_consolidation,24.21,0,660,664,0,9,0,2200.0,35.6,27,5,0,17.0,Individual,0
35000,36 months,26.65,1422.32,F,F3,3 years,RENT,120500.0,Verified,credit_card,28.91,0,680,684,2,14,0,20800.0,65.9,25,1,0,23.6,Individual,1
15000,36 months,30.99,644.93,G,G5,4 years,MORTGAGE,177000.0,Source Verified,debt_consolidation,17.33,0,600,604,1,5,0,500.0,0.0,18,3,0,3.0,Individual,1
30000,36 months,21.51,1138.12,E,E2,10+ years,MORTGAGE,38700.0,Verified,debt_consolidation,20.8,0,730,734,2,11,0,4700.0,89.0,25,2,0,3.6,Individual,1
20000,60 months,24.72,583.75,E,E5,7 years,MORTGAGE,43200.0,Source Verified,credit_card,11.76,2,705,709,1,5,0,4000.0,95.8,17,3,0,5.8,Individual,1
5000,60 months,28.27,156.49,F,F5,< 1 year,MORTGAGE,68000.0,Source Verified,credit_card,24.14,0,685,689,0,11,0,3700.0,63.7,29,6,0,19.9,Individual,0
15000,36 months,27.53,616.65,F,F4,7 years,RENT,33000.0,Source Verified,debt_consolidation,13.62,0,640,644,0,13,0,1400.0,61.2,29,0,0,26.3,Individual,1
30000,60 months,24.43,870.54,E,E5,10+ years,OWN,55900.0,Not Verified,debt_consolidation,23.83,0,725,729,1,11,0,11100.0,90.1,21,0,0,21.5,Individual,1
5000,60 months,30.99,164.82,G,G5,10+ years,MORTGAGE,64200.0,Source Verified,small_business,28.35,0,640,644,0,10,0,2400.0,29.4,24,4,0,11.5,Individual,1
25000,36 months,22.55,961.89,E,E3,10+ years,RENT,57900.0,Not Verified,home_improvement,28.09,0,720,724,0,10,0,4600.0,35.6,21,0,0,9.1,Individual,0
15000,60 months,22.94,422.34,E,E3,< 1 year,MORTGAGE,33500.0,Not Verified,credit_card,20.93,0,735,739,0,11,0,900.0,20.4,26,2,0,16.5,Individual,0
5000,36 months,23.43,194.67,E,E4,6 years,MORTGAGE,113000.0,Verified,debt_consolidation,17.98,0,695,699,1,9,0,8500.0,46.8,23,2,0,16.0,Individual,0
12000,60 months,30.66,393.12,G,G5,2 years,RENT,66400.0,Source Verified,debt_consolidation,20.79,0,650,654,0,11,0,2700.0,25.9,21,0,0,16.9,Individual,0
5000,36 months,17.44,179.36,D,D2,7 years,RENT,42000.0,Not Verified,debt_consolidation,11.18,0,755,759,1,11,1,900.0,60.9,23,0,1,16.7,Individual,0
5000,36 months,21.61,189.94,E,E2,1 year,RENT,37500.0,Source Verified,debt_consolidation,23.11,0,725,729,0,7,1,6800.0,68.5,15,0,1,22.7,Individual,0
30000,36 months,20.91,1128.87,E,E1,7 years,RENT,58700.0,Not Verified,credit_card,22.28,0,740,744,0,13,1,3800.0,54.9,21,0,1,10.1,Individual,0
20000,36 months,22.0,763.81,E,E2,4 years,MORTGAGE,66200.0,Not Verified,debt_consolidation,23.72,2,715,719,0,15,1,3100.0,63.4,21,4,1,3.6,Individual,1
10000,36 months,26.81,407.23,F,F3,5 years,RENT,103600.0,Not Verified,debt_consolidation,21.58,0,655,659,0,15,0,12200.0,75.1,27,0,0,15.6,Individual,0
7500,36 months,21.36,283.95,E,E1,4 years,MORTGAGE,75600.0,Source Verified,credit_card,12.52,0,700,704,0,12,0,5800.0,63.6,22,3,0,14.0,Individual,0
5000,36 months,21.12,188.68,E,E1,1 year,RENT,40400.0,Not Verified,debt_consolidation,9.09,0,705,709,1,14,1,900.0,76.2,29,0,1,17.5,Individual,0
30000,60 months,25.56,890.42,F,F1,10+ years,MORTGAGE,96400.0,Not Verified,home_improvement,25.87,1,725,729,1,13,0,16100.0,54.8,24,5,0,15.9,Individual,1
15000,36 months,26.5,608.36,F,F3,2 years,RENT,130400.0,Source Verified,debt_consolidation,26.71,0,665,669,1,6,0,12700.0,68.2,18,0,0,19.5,Individual,0
7500,60 months,26.36,226.15,F,F2,2 years,MORTGAGE,41500.0,Source Verified,debt_consolidation,17.08,0,705,709,0,12,0,1100.0,15.8,21,2,0,15.1,Individual,0
20000,36 months,28.31,830.62,F,F5,5 years,RENT,32800.0,Source Verified,credit_card,35.51,2,670,674,0,7,0,3400.0,68.7,16,0,0,6.9,Individual,1
35000,36 months,20.35,1306.98,D,D5,9 years,MORTGAGE,56600.0,Verified,debt_consolidation,15.03,1,720,724,0,16,0,4100.0,76.9,28,6,0,11.0,Individual,1
25000,36 months,28.06,1034.9,F,F5,10+ years,MORTGAGE,65600.0,Not Verified,debt_consolidation,23.44,2,650,654,2,9,0,3500.0,20.2,21,3,0,3.0,Individual,1
12000,36 months,27.58,493.64,F,F4,10+ years,RENT,66300.0,Source Verified,debt_consolidation,21.65,0,650,654,0,16,0,7100.0,43.1,23,0,0,17.2,Individual,0
25000,60 months,20.79,673.38,E,E1,10+ years,OWN,27000.0,Verified,home_improvement,20.9,0,765,769,2,10,0,3100.0,50.7,24,0,0,14.6,Individual,0
20000,60 months,27.78,620.06,F,F4,3 years,RENT,102700.0,Source Verified,debt_consolidation,20.6,0,700,704,1,8,0,6300.0,34.6,19,0,0,20.4,Individual,0
7500,36 months,23.23,291.22,E,E4,10+ years,MORTGAGE,48500.0,Not Verified,debt_consolidation,6.4,0,675,679,1,19,1,800.0,55.9,31,7,0,19.1,Individual,0
30000,36 months,16.92,1068.39,D,D2,2 years,MORTGAGE,57600.0,Source Verified,debt_consolidation,24.64,0,775,779,1,10,0,10900.0,103.0,16,5,0,15.7,Individual,0
30000,36 months,25.13,1194.86,F,F1,6 years,OWN,85600.0,Not Verified,debt_consolidation,18.49,1,675,679,0,10,0,2800.0,33.8,18,0,0,5.9,Individual,0
15000,36 months,14.02,512.81,C,C3,3 years,MORTGAGE,108600.0,Source Verified,debt_consolidation,20.1,0,810,814,1,14,0,1200.0,11.9,25,5,0,26.4,Individual,0
15000,36 months,24.15,589.67,E,E5,< 1 year,MORTGAGE,62900.0,Verified,credit_card,22.87,0,695,699,3,7,0,3000.0,43.8,15,3,0,23.7,Individual,0
10000,36 months,28.23,414.88,F,F5,10+ years,MORTGAGE,66500.0,Not Verified,debt_consolidation,13.8,0,630,634,0,12,0,7000.0,70.1,25,5,0,21.1,Individual,0
25000,36 months,22.29,958.52,E,E2,10+ years,RENT,42400.0,Not Verified,home_improvement,13.63,0,695,699,0,6,0,500.0,23.5,19,1,0,13.7,Individual,0
12000,36 months,19.6,443.52,D,D5,10+ years,RENT,148400.0,Verified,debt_consolidation,18.16,0,735,739,5,13,0,18000.0,69.9,29,0,0,8.5,Individual,0
15000,36 months,20.43,560.75,D,D5,3 years,MORTGAGE,171900.0,Not Verified,debt_consolidation,4.94,0,695,699,4,14,1,1900.0,36.5,27,2,0,5.3,Individual,0
7500,60 months,21.69,205.82,E,E2,10+ years,OWN,93100.0,Verified,debt_consolidation,4.11,1,735,739,0,10,0,500.0,41.9,22,0,0,12.1,Individual,0
10000,60 months,30.99,329.64,G,G5,1 year,RENT,60800.0,Not Verified,medical,29.14,0,635,639,0,11,0,1800.0,15.7,25,0,0,10.3,Individual,1
35000,36 months,22.81,1351.38,E,E3,10+ years,MORTGAGE,67300.0,Not Verified,credit_card,15.15,0,695,699,1,7,0,2600.0,50.5,17,5,0,16.3,Individual,0
15000,60 months,25.49,444.59,F,F1,< 1 year,RENT,33300.0,Not Verified,debt_consolidation,10.23,1,695,699,0,13,0,500.0,27.3,28,1,0,21.8,Individual,1
25000,60 months,26.51,756.08,F,F3,2 years,MORTGAGE,80800.0,Verified,credit_card,29.91,0,710,714,0,17,0,6900.0,87.0,25,3,0,5.6,Individual,1
25000,36 months,27.69,1029.91,F,F4,< 1 year,MORTGAGE,81400.0,Verified,debt_consolidation,28.31,0,665,669,3,14,0,19300.0,72.1,31,4,0,14.5,Individual,1
35000,36 months,24.89,1389.56,E,E5,7 years,MORTGAGE,94700.0,Source Verified,credit_card,18.25,0,675,679,2,16,0,9800.0,58.7,23,2,0,13.7,Individual,1
35000,60 months,19.92,925.73,D,D5,10+ years,RENT,34900.0,Verified,debt_consolidation,11.19,0,760,764,2,11,0,1800.0,41.0,23,0,0,24.0,Individual,0
12000,36 months,16.89,427.18,D,D1,10+ years,OTHER,29700.0,Not Verified,credit_card,23.28,0,780,784,0,7,0,2300.0,57.6,19,0,0,3.0,Individual,0
35000,60 months,29.41,1119.72,G,G2,2 years,RENT,88500.0,Not Verified,debt_consolidation,18.09,0,660,664,0,15,1,5400.0,53.9,24,0,0,3.0,Individual,1
12000,36 months,21.29,453.89,E,E1,< 1 year,MORTGAGE,97600.0,Verified,medical,7.93,1,710,714,0,12,0,6500.0,79.5,27,2,0,14.1,Individual,0
15000,60 months,28.31,469.85,F,F5,10+ years,MORTGAGE,38300.0,Source Verified,debt_consolidation,26.06,0,690,694,1,7,0,4800.0,64.3,25,3,0,5.0,Individual,1
25000,60 months,27.98,778.09,F,F5,9 years,RENT,80700.0,Source Verified,debt_consolidation,18.38,0,680,684,0,12,0,8100.0,50.1,23,0,0,4.8,Individual,1
30000,36 months,24.97,1192.32,E,E5,10+ years,MORTGAGE,38400.0,Source Verified,credit_card,7.25,0,660,664,0,11,0,1100.0,35.0,26,2,0,4.7,Individual,0
15000,36 months,29.64,633.82,G,G3,< 1 year,RENT,59200.0,Verified,credit_card,29.89,0,645,649,2,9,0,8300.0,59.7,26,0,0,29.6,Individual,1
12000,36 months,17.29,429.57,D,D2,5 years,MORTGAGE,92200.0,Source Verified,debt_consolidation,10.72,0,755,759,2,11,0,10000.0,105.1,17,2,0,16.5,Individual,0
20000,36 months,23.77,782.24,E,E4,10+ years,RENT,43300.0,Source Verified,debt_consolidation,18.46,0,690,694,0,12,0,900.0,32.5,24,0,0,10.5,Individual,0
12000,36 months,16.96,427.59,D,D2,10+ years,MORTGAGE,46900.0,Not Verified,debt_consolidation,6.35,0,745,749,0,6,0,1900.0,56.2,16,2,0,12.6,Individual,0
20000,60 months,30.99,659.28,G,G5,3 years,RENT,83400.0,Verified,debt_consolidation,32.66,0,655,659,1,6,0,13800.0,48.0,17,0,0,4.5,Individual,1
25000,36 months,13.6,849.59,C,C2,6 years,RENT,38300.0,Source Verified,debt_consolidation,5.85,0,780,784,1,8,0,600.0,46.4,20,0,0,14.9,Individual,0
25000,36 months,23.21,970.48,E,E4,9 years,OTHER,41900.0,Source Verified,home_improvement,19.72,0,695,699,0,7,0,3900.0,52.0,20,0,0,17.9,Individual,0
10000,36 months,19.0,366.56,D,D4,4 years,RENT,46100.0,Verified,small_business,7.49,1,730,734,0,13,0,600.0,27.0,24,0,0,18.6,Individual,0
15000,36 months,16.93,534.27,D,D2,10+ years,RENT,49900.0,Source Verified,debt_consolidation,4.36,0,735,739,1,19,1,500.0,13.8,35,0,1,18.3,Individual,0
5000,36 months,25.65,200.52,F,F1,1 year,RENT,89900.0,Not Verified,debt_consolidation,21.84,1,670,674,2,11,0,3900.0,45.4,19,0,0,17.2,Individual,1
25000,60 months,29.09,794.92,G,G2,3 years,MORTGAGE,62500.0,Source Verified,debt_consolidation,23.03,0,670,674,0,14,0,1900.0,19.0,28,2,0,16.9,Individual,1
7500,36 months,17.48,269.19,D,D2,10+ years,RENT,222100.0,Verified,credit_card,8.2,0,740,744,0,12,0,5600.0,34.1,23,0,0,16.5,Individual,0
25000,36 months,21.26,945.22,E,E1,< 1 year,MORTGAGE,31900.0,Source Verified,debt_consolidation,6.58,0,695,699,0,9,0,800.0,83.5,21,5,0,19.1,Individual,0
12000,36 months,22.61,462.08,E,E3,10+ years,RENT,129800.0,Source Verified,debt_consolidation,10.35,0,680,684,2,9,0,3100.0,53.0,17,0,0,12.2,Individual,0
7500,36 months,26.79,305.34,F,F3,2 years,OWN,57600.0,Not Verified,debt_consolidation,21.91,0,665,669,0,14,0,4200.0,35.7,24,0,0,8.1,Individual,0
25000,36 months,24.19,983.32,E,E5,10+ years,MORTGAGE,132700.0,Not Verified,debt_consolidation,18.97,2,685,689,2,14,0,10500.0,38.0,24,7,0,25.0,Individual,1
10000,36 months,23.72,390.86,E,E4,7 years,OWN,74000.0,Verified,credit_card,15.6,1,690,694,2,5,1,2900.0,80.5,11,0,1,19.9,Individual,1
12000,36 months,20.92,451.61,E,E1,10+ years,OTHER,47600.0,Source Verified,credit_card,1.84,0,685,689,1,13,1,600.0,115.0,23,1,1,11.7,Individual,0
15000,60 months,25.66,446.09,F,F1,10+ years,OWN,111700.0,Verified,debt_consolidation,12.68,0,705,709,0,13,0,8700.0,51.8,25,0,0,3.0,Individual,0
12000,60 months,25.83,358.08,F,F2,10+ years,MORTGAGE,26000.0,Not Verified,debt_consolidation,29.14,0,725,729,0,16,0,500.0,11.6,23,1,0,14.6,Individual,1
7500,60 months,24.89,219.65,E,E5,1 year,RENT,29100.0,Verified,debt_consolidation,19.11,0,720,724,1,7,0,1900.0,36.2,20,0,0,24.6,Individual,0
12000,36 months,22.89,463.83,E,E3,6 years,MORTGAGE,34100.0,Source Verified,debt_consolidation,18.7,0,695,699,0,13,0,1400.0,26.0,25,6,0,19.1,Individual,0
7500,36 months,24.66,296.85,E,E5,10+ years,RENT,61600.0,Verified,credit_card,17.48,0,675,679,0,5,0,6200.0,54.6,18,0,0,11.5,Individual,0
